﻿VERISK ANALYTICS INC,"Good",4.0,3.0,3.0,2.0,4.0,3.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2016-11-29,More than 5 years,- There is no clear career path to follow. Very hard to get promoted unless you look for opportunities yourself.,- CEO is really down to earth and seems to care about the employees.- Good benefits.- Good coworkers.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Verisk Retail",1.0,2.0,1.0,1.0,2.0,1.0,Bloomington  MN, Anonymous Employee,Former Employee ,2016-12-10,More than 3 years,Very bad management. Will be punished for speaking up. They are developing a product for 3 yrs just only one customer  Lost 20 developers some very skilled in a span of 18 months. Developers ran away in four month of joining the company is back as architect.People left are just back stabbers.,none only cons. I will not recommend this company even for a fresher or my worst enemy.,Fire yourself and close the shop. Completely unfit.,None,-1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Human resources",5.0,5.0,5.0,5.0,5.0,5.0,Jersey City  NJ, Human Resources,Current Employee ,2016-10-23,More than a year,Opportunities across business units not widely known . Enhance innovative communication tools globally. Build more commerce solutions for products and services,Core values are deep and strong   smartest people on the planet doing work that changes the world . Big data analytic powerhouse. Best place to work culture,Build presences on more college campuses,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Great Company",4.0,4.0,4.0,3.0,4.0,3.0,Jersey City  NJ, Actuarial Analyst,Former Employee ,2016-10-05,,Relatively low pay compared to industry but lower hours too.,Solid/standard benefits. Good people. Generally relaxed atmosphere but I've heard that's changed somewhat.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Chased good people out and hired mercenaries",1.0,3.0,1.0,1.0,3.0,1.0,Jersey City  NJ, Corporate Marketing,Former Employee ,2016-10-25,More than 8 years,The CEO is actually happy that most employees are new. His attitude confirms that recent companywide turnover must have been intentional. Now EVERYONE is forced into CYA/survival mode. The new workforce is mostly made up climbers and backstabbers.,Older employees used to have good benefits like pension and profit-sharing. That's all gone now. At least some of the lucky ones can work from home.,Enjoy your time now and save your money. In a few years  you'll be forced out just like your predecessors.,None,0,8,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Business analyst",3.0,3.0,3.0,5.0,3.0,3.0,Jersey City  NJ, Business Analyst,Current Employee ,2016-09-15,,Lack of training from subject matter experts,Good environment with opportunities to advance,Document policy & processes,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P2.htm,
﻿VERISK ANALYTICS INC,"Depends on your department",3.0,2.0,2.0,1.0,1.0,2.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2016-08-30,,None,There are some amazingly talented people at Verisk  and some pretty passionate people  too. The benefits were great not salary  though. The work Verisk does is meaningful  and it was great to feel like the work I did had an impact on the industry.,None,None,1,8,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Network Engineer",1.0,1.0,2.0,1.0,2.0,1.0,Lehi  UT, Network Engineer,Former Employee ,2016-09-22,,None,This place should seriously think about getting into the vacuum business  because they really suck. the only pro I can give them  is that I am no longer employed there. The reward for a job well done is more work.,Commit ritual suicide. There is nothing that can be said to them. They will insist that they are making changes to better the situation. And they do make changes  but they make things far worse. You can change the faces  but if the stupidity stays the same...nothing will change.,None,0,5,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Business & Product Analyst",4.0,4.0,4.0,4.0,3.0,4.0,Jersey City  NJ, Business & Product Analyst,Current Employee ,2016-07-05,More than 3 years,Salary a bit below averageSlow to move with initiatives at times,Good stable company coming to light,Pay your people better,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"LOVE VERISK!",5.0,4.0,5.0,5.0,4.0,5.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2016-06-28,More than 5 years,Commute into JC can be hairy especially if coming from the suburbs. Wish parking was free!,Flex working  innovative management and fun working environment. CEO is fantastic!,None,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Good job",4.0,5.0,4.0,5.0,4.0,4.0,Newark  NJ, Manager,Current Employee ,2016-06-21,More than a year,The number of hours expected to work.,Flexible  good benefits  promotion opportunities.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Senior Software Engineer",4.0,5.0,5.0,4.0,4.0,5.0,Lehi  UT, Senior Software Engineer,Current Employee ,2016-05-25,Less than a year,Software engineers on some of the team have to maintain  fix  and enhance really old software which should have been rewritten many years ago.,Excellent PTO  better than most companiesGood compensation  albeit lower monthly pay to accommodate for big annual bonus 17-20%.Moderate workload,Reduce annual bonus by 10% and increase monthly salaries accordingly.,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Great company",5.0,5.0,5.0,5.0,5.0,5.0,Jersey City  NJ, Accounting Clerk,Former Employee ,2016-05-11,More than 8 years,No cons. Keep things the way they are.,Great benefits and salary.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"they're still losing good ones",3.0,4.0,3.0,3.0,4.0,3.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2016-04-09,More than 8 years,Seems that management continues to push out some of the moe experienced  but good  staff. It's pretty deliberate and very disheartening,Nice people and you knew what to expect,stop that!,1,0,10,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"ISO- Not truly analytics company",2.0,4.0,4.0,1.0,1.0,2.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2016-04-13,,Very low salary and bonus despite of company stock going up. Do not utilize true employee potential. Manager's goals and employee goals do not match. Very less innovation opportunities. Job description do not match the actual jobs after reorg,Stable job  good work environment  employee benefits   work from home and tremendous employee engagements,Please place right people in right department and review salaries/bonus. Bring in more big data projects rather than assigning clerical work to the people with analytics forte,None,1,5,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Good Company overall",4.0,4.0,3.0,3.0,3.0,4.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2016-03-08,More than 5 years,Little room for growth. Success is not rewarded.,Work from home policy. Carry over five PTO days. Easy to get to via public transportation. Growing diversity.,None,1,1,6,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P3.htm,
﻿VERISK ANALYTICS INC,"Verisk/ISO",2.0,1.0,2.0,2.0,3.0,1.0,Jersey City  NJ, Manager,Former Employee ,2016-03-09,,Inconsistent upper management insisting upon taking new direction while thwarting lower management/staff thinking outside the box. Micromanaging from too high a level. Lack of trust in first line management.HR is weak puppet of upper management.,Ability to work with wide range of professionals within the company and interaction with a broad base of customer company and regulatory professionals in the insurance industry.,Listen to lower level management  high performing staff. Give up some control. Work through first line management  not around it. Pay more attention to who is delivering the goods versus who is delivering the words.,None,0,8,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"accounting",3.0,1.0,2.0,5.0,2.0,3.0,Jersey City  NJ, Staff Accountant,Former Employee ,2016-03-04,More than 8 years,None,Always something new to learn. Wonderful co-people to work with. Moral used to be very low a few years ago but they employees have  over the years  stepped up with permission to create fun holiday gatherings for their departments outside of the company holiday party. Family gatherings are discouraged in the corporate office. Great learning experience to spring board for greater opportunity.,Hire more people to share the workload so people can go home to their families at night. Be fairer.,1,0,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"finance",2.0,3.0,4.0,4.0,2.0,3.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2016-02-09,More than 8 years,As the company grows  more work is expected. There is a lot of inequity among employees; some work the standard 8 hour day  while some work 10-12 hours a day. Company does not provide meal or car vouchers for people that stay late  which is standard for most companies. Pay is below industry standard which is why you see a lot of turnover.,The company is a leader in the industry and continues to grow which means more opportunity.,If you're going to expect your employees to work hard for you  pay them what they deserve.,None,1,17,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Growth company with growing pains!",4.0,3.0,5.0,4.0,3.0,4.0,Jersey City  NJ, Vice President Sales,Current Employee ,2016-01-29,More than 10 years,Regular reorgs  fast growth without great planning. Historically not a sales driven culture...more product focused.,Great people  engaged leadership  collegial atmosphere. Decent opportunities in Sales.,Create a real vertically integrated sales organization that does not report to ops or finance!,1,1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Temp employee",4.0,5.0,3.0,2.0,4.0,,Jersey City  NJ, Contract Initiative Associate,Former Employee ,2016-01-20,Less than a year,slow growthhire /promote internally,Not Micro-managedVery Flexible ScheduleNot extremely corporate atmosphere,None,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Assistant Vice President",4.0,4.0,4.0,4.0,3.0,4.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2015-12-14,More than 10 years,None,None,Take care of the people  and they will take care of the business.,1,None,11,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Customer Service",3.0,4.0,5.0,3.0,3.0,4.0,Jersey City  NJ, Customer Support,Former Employee ,2016-01-19,More than a year,Pay is not great and only potential for small raise. Consistent issues with product website that creates customer issues that are not always resolved quickly.,The working environment was very warm - very friendly co-workers and management. Flexible hours and good benefit setup. Up to 17 PTO days provided per year.,None,None,0,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Good company",5.0,5.0,5.0,2.0,1.0,5.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2015-12-17,More than 5 years,Salary is not attractive  very limited opportunities.,great business model  stable growing company.,Give young people opportunities.,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Good People - Out of Date Management & Technology",2.0,5.0,5.0,2.0,3.0,2.0,Salt Lake City  UT, Project Manager,Current Employee ,2015-12-16,More than 3 years,None,This company is the Corporate parent of Verisk health and Xactware in Utah. The upper management are competent and have kept Verisk in a position where there aren't really any viable alternative competitors - but that is also part of the problem. They haven't had to compete and improve and market themselves because they own their market just because of the way ISO came about.,Replace middle & upper management that has been with the company for a long time with people more up to date on technology and technology management. Not younger  but people with more external experience. I know that's hard  but it's necessary.,None,1,5,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Summary review",3.0,3.0,,4.0,3.0,,Jersey City  NJ, Anonymous Employee,Current Employee ,2015-12-10,,Company acquisitions makes rank and file a little bit more crowded for promotions.,Very stable company to work for,None,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P4.htm,
﻿VERISK ANALYTICS INC,"Actuarial track positions",3.0,5.0,4.0,3.0,1.0,1.0,Jersey City  NJ, Actuary,Former Employee ,2015-12-03,More than 5 years,Pay subpar to industry average. A lot of recent transitioning made the company vulnerable to lack of appropriate strategy. Very hierarchical  manager choices are arbitrary and not always reflect knowledge and leadership skills.,Good work-life balance. Flexible schedule. Able to take on interesting projects if interested.,Figure out your strategy. Hire management appropriate for the job. Sometimes it makes sense to hire externally instead of promoting the wrong people internally.,None,0,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Exciting times but slow to adapt",4.0,5.0,3.0,3.0,2.0,3.0,Jersey City  NJ, Account Executive,Current Employee ,2015-11-05,More than 5 years,Slow to adapt to technological environment. Although analyzing data is our forte  providing easy access and tech savvy methods for data usage is slow to be developed  if at all. .,Very exciting time to be working here. Lots of acquisition growth and lots of new personnel who should promote exciting changes,Stop thinking that we're not in the software business. All business are in the software business.,1,1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Not Bad and Not Good",3.0,4.0,2.0,1.0,2.0,3.0,New York  NY, Actuary,Current Employee ,2015-11-04,Less than a year,pay is low  promotions are scarce  company morale is low  no office culture,flex hours  stock is doing well  generally low stress  work is pretty easy,set up something to retain talent. Many people leave after a few years simply because they can get paid much more elsewhere,None,0,6,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Data Center",3.0,2.0,2.0,3.0,4.0,3.0,Jersey City  NJ, Data Analyst,Former Employee ,2015-10-13,More than 5 years,None,For the most part people are friendly. There is plenty of work so it was never boring. Challenges abound. The area is great.It's a pretty cool company with interesting and challenging work  and except for a few bad apples  the people are pleasant.,None,1,0,9,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Not a bad experience at all.",4.0,3.0,5.0,,4.0,4.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2015-10-12,More than 8 years,Internal communication has improved  however as humans we tend to go back to our old ways.,Great NJ locationManagement is knowledgeableThe stocks are doing very well.For me there is not a perfect company  the company comes pretty close to one.,Create a directory of departments with the team leader or supervisor name. It is very difficult to route a phone call when one does not to whom it may belong.,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Low Stress  No advancement",3.0,3.0,3.0,2.0,2.0,2.0,Brooklyn  NY, Business Analyst,Current Employee ,2015-10-24,More than a year,This may be specific to my area  but not much room for rapid advancement and rapid pay bumps. Also not a culture welcoming new ways to do things  although again I can only speak for my area. No perks.,Hours aren't bad but inflexible. Good education reimbursement program if you're boss signs off. Big company with lots of internal options for changing positions. Generally nice people.,Encourage more collaboration between areas  and make sure low level managers are actually nurturing the development of employees  rather than just paying lip service.,None,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Changing",3.0,5.0,5.0,3.0,2.0,4.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2015-09-24,More than a year,The ship is slow to turn.,Influx of new talented employees who are trying to bring the company into the 21st century.,Hard to get and keep talented folk when the salaries don't match the competition.,1,1,7,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Review",2.0,2.0,2.0,3.0,3.0,3.0,Jersey City  NJ, Senior Consultant,Former Employee ,2015-10-05,,Somewhat slow at product innovation but this is slowly changing. A new product infrastructure would be helpful.,Great people to work with,Keep up the very good work,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Great place to grow",4.0,5.0,4.0,4.0,4.0,3.0,Jersey City  NJ, Associate,Former Employee ,2015-08-26,More than 5 years,There is an unwillingness for some long time employees to embrace the culture of change.,Versik is a Family oriented company filled with opportunity to nurture your career.,Cross-train employees to build a more knowledgable well-rounded team.,1,1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"PMO without a leader.",3.0,3.0,3.0,2.0,3.0,2.0,Jersey City  NJ, Project Manager,Former Employee ,2015-08-18,More than a year,Business lost faith in PMO due to the lack of transparency and poor leadership. This resulted into over promises and missed deliveries. Business also became complacent due to past successes.,Verisk has a good business model. CEO is very effective. It has been a very good company to work for.,Be transparent to earn trust of your employees. Organization of such size needs better Project governance structure otherwise you lose relevance.,None,1,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P5.htm,
﻿VERISK ANALYTICS INC,"Great Company - top place to work",4.0,3.0,3.0,4.0,3.0,4.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2015-07-20,More than 10 years,Acts like a small set of companies run by a Private Equity group instead of a large company,Smart colleagues  Interesting problems  Super profitable,Work harder on new products.,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Best place to work",4.0,5.0,4.0,3.0,4.0,4.0,Jersey City  NJ, Rating Systems Analyst,Current Employee ,2015-07-22,Less than a year,I couldn't fine any cons so far.,- Relaxed environment- Intelligent people around department- Very good Benefits,None,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Great place to be",5.0,5.0,,5.0,4.0,5.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2015-07-07,Less than a year,I have not noticed any Cons at this time,Excellent work/life balance  Very helpful colleagues whom are happy to show a new comer the ropes. Senior management is easily accessible as well.,Keep up the great work  the ability to communicate with entry-mid level employees is excellent,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Product Manager",3.0,5.0,3.0,2.0,3.0,5.0,Jersey City  NJ, Manager,Current Employee ,2015-05-21,,Discourage work from home through questining your professionalism if you don't want to physically be present in the office.Company is supposedly best in the data analytics environment but average pay. No transparency in raises/bonuses and promotions. Promotion structure very arbitrary up to manager's personal perception.,Smart people to work with. Flexible work hours: you can come in anytime between 6.30 am - 9.30 am  take reasonably any amount of time for lunch and as long as you work your 8 hours it's ok.,Why so much secrecy about the mentorship program? In theory there is a mentorship program but nobody knows who is mentoring or being mentored. Supposed introduction of another formal mentorship program has been in the works how long?,1,1,10,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Bare Bones Company",3.0,4.0,3.0,3.0,3.0,3.0,Jersey City  NJ, Senior Business Analyst,Former Employee ,2015-05-13,More than 10 years,Low pay  slow promotions  no frills,Stock options if you joined the company at the right time  good flex time and work life balance,Invest in the company more,None,1,3,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Verisk Analytics",4.0,3.0,4.0,4.0,5.0,3.0,Jersey City  NJ, Web Art Director,Former Employee ,2015-03-24,,it's an insurance software/services company  so it has inherent insurance industry downfalls: inert--things happen slowly  and managers are hard to sway towards new directions. Then again  it's a con of any large company  so Verisk is no different.,None,Let people loose--the employees are much smarter than the job descriptions allow them to be. Also  a little more laid-back approach to everything would be nice... but that's just nitpicking.,1,1,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Go  Verisk! :o",5.0,4.0,5.0,5.0,4.0,5.0,Jersey City  NJ, Actuarial Analyst,Current Employee ,2015-03-10,,- I will say some people should not be afforded this luxury  but if other employees have proven to be self-motivated  hard and good working  and get projects done on time  I don't see any reason why they shouldn't qualify to work from home once or twice a week.- some of the employees that have been around for a longer time act entitled  abrasive and inflexible regarding the recent reorg.,None,spread the work loads out a little bit more evenly across LOBs. Some staff are over-worked while others have ample time to spare.,1,1,3,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"A positive experience but lacked the desired long term career growth",3.0,5.0,2.0,1.0,3.0,3.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2015-03-20,More than 5 years,None,None,None,1,0,6,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Verisk needs to push forward.",3.0,5.0,4.0,4.0,4.0,5.0,San Francisco  CA, Management,Current Employee ,2015-03-20,More than a year,The pace of new innovation is very slow ... it feels like the company is "stuck" in a routine that doesn't fit the data/analytics universe. The environment is very political and any major developments are extremely complex and opaque.,The company demonstrates solid values and a relatively clear vision at the highest level. The work environment is focused. The company demonstrates strong respect for its employees. Senior leadership executive level is very strong.,Take some risk to invent new things and step forward. Eliminate individuals in the organization who overcomplicate the political landscape.,1,1,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
﻿VERISK ANALYTICS INC,"Great job and great company! I",4.0,5.0,5.0,4.0,4.0,4.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2015-03-06,More than a year,- health insurance  very expensive.- lack of communication with other departments- Billing dept a mess.,- work/life balance-great pay- low stress- Very friendly co-workers-laid back dress code- Company Holiday party/thanksgiving- promote within- I have seen several of my coworkers move up in higher positions with in the company- great training/ always a chance to learn something you are not familiar with.- education reimbursement,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P6.htm,
